wavelength_nm,sigma_sca_m2,sigma_abs_m2
1.090380761523046203e+03,2.092831756089957091e-15,5.171751248982707110e-16
1.093787575150300654e+03,2.064417301429614970e-15,5.106218316154402759e-16
1.097194388777555105e+03,2.036484468384999675e-15,5.041444441395068091e-16
1.100601202404809555e+03,2.009023267650251830e-15,4.978322774757488674e-16
1.104008016032064006e+03,1.982023436655111809e-15,4.920131440479179630e-16
1.107414829659318457e+03,1.955476622340052725e-15,4.862603621172733548e-16
1.110821643286573135e+03,1.929373711276480438e-15,4.805727658943586587e-16
1.114228456913827586e+03,1.903705803359902456e-15,4.749492163302960805e-16
1.117635270541082264e+03,1.878464206132262106e-15,4.693886003620417729e-16
1.121042084168336714e+03,1.853640429273080653e-15,4.638898301827799211e-16
1.124448897795591165e+03,1.829226179253800538e-15,4.584518425368409366e-16
1.127855711422845616e+03,1.805213354149996250e-15,4.530735980379319695e-16
1.131262525050100066e+03,1.781594038606363898e-15,4.477540805098877239e-16
1.134669338677354517e+03,1.758360498949449427e-15,4.424922963490133326e-16
1.138076152304609195e+03,1.735505178443509743e-15,4.372872739073692208e-16
1.141482965931863646e+03,1.713020692684679093e-15,4.321380628959648471e-16
1.144889779559118324e+03,1.690899825129141812e-15,4.270437338072750995e-16
1.148296593186372775e+03,1.669135522750978620e-15,4.220033773562562186e-16
1.151703406813627225e+03,1.647720891825515759e-15,4.170161039393754590e-16
1.155110220440881676e+03,1.626649193834252970e-15,4.120810431105877500e-16
1.158517034068136127e+03,1.605913841487400980e-15,4.071973430740797437e-16
1.161923847695390577e+03,1.585508394860406028e-15,4.023641701930016077e-16
1.165330661322645255e+03,1.565426557640850234e-15,3.975807085132497909e-16
1.168737474949899706e+03,1.545662173482094512e-15,3.928461593025328854e-16
1.172144288577154384e+03,1.526209222460631646e-15,3.881597406032989569e-16
1.175551102204408835e+03,1.507061817633578553e-15,3.835206867997144605e-16
1.178957915831663286e+03,1.488214201693368436e-15,3.789282481977718724e-16
1.182364729458917736e+03,1.469660743716580072e-15,3.743816906182424919e-16
1.185771543086172187e+03,1.451395936003949767e-15,3.698802950019987303e-16
1.189178356713426865e+03,1.433414391008815001e-15,3.654233570272579612e-16
1.192585170340681316e+03,1.415710838351178284e-15,3.610101867382542052e-16
1.195991983967935994e+03,1.398280121914804533e-15,3.566401081851043411e-16
1.199398797595190445e+03,1.381117197024836101e-15,3.523124590743273429e-16
1.202805611222444895e+03,1.364217127703360485e-15,3.480265904297659778e-16
1.206212424849699346e+03,1.347575084000713205e-15,3.437818662633712873e-16
1.209619238476953797e+03,1.331186339400011240e-15,3.395776632558863859e-16
